#	Time of Day	Thread	Module	API	Return Value	Error	Duration
1	10:30:02.226 PM	1	d3d9.dll	CreateFileA ( "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.0.247\deploy\League of Legends.exe", GENERIC_READ, FILE_SHARE_DELETE | FILE_SHARE_READ | FILE_SHARE_WRITE, NULL, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000015c		0.0000217
448	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
449	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
450	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
451	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
452	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
453	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
454	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
455	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
456	10:30:30.181 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000316
457	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000099
458	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
459	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
460	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
461	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
462	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
463	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000091
464	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
465	10:30:30.182 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000091
466	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000336
467	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
468	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
469	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
470	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000325
471	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
472	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000319
473	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000094
474	10:30:30.183 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000322
475	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf154, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000214
476	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf144, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000336
477	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf154, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000102
478	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf144, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000331
479	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000099
480	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000328
481	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
482	10:30:30.184 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000331
483	10:30:30.185 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/rads/projects/lol_air_client/releases/0.0.1.47/deploy/preferences/shared_itzwarty.properties", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000120
484	10:30:30.185 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/rads/projects/lol_air_client/releases/0.0.1.47/deploy/preferences/shared_itzwarty.properties", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000421
485	10:30:30.185 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf1d4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000097
486	10:30:30.185 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf1c4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000007f8		0.0000339
487	10:30:30.526 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cefec, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000091
488	10:30:30.526 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf0f4, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000149
489	10:30:30.526 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf0e4, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000682
490	10:30:30.527 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Config/Game.cfg", GENERIC_READ, FILE_SHARE_READ, 0x000cf15c, OPEN_EXISTING, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000079
491	10:30:30.528 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_READ | GENERIC_WRITE, 0, 0x000cf26c, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000111
492	10:30:30.528 PM	1	MSVCR80.dll	CreateFileA ( "c:/riot games/league of legends/config/game.cfg", GENERIC_WRITE, 0, 0x000cf25c, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000008e4		0.0000828
493	10:30:30.575 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000ce610, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000083c		0.0000500
494	10:30:30.577 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Maestro Logs/maestro-game_client.log", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cecb8, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x000004c4		0.0000243
495	10:30:30.653 PM	1	League of Legends.exe	CreateFileA ( "\\.\pipe\LogViewerPipe", GENERIC_WRITE, 0, NULL, OPEN_EXISTING, FILE_FLAG_OVERLAPPED, NULL )	INVALID_HANDLE_VALUE	2 = The system cannot find the file specified. 	0.0000392
496	10:30:30.653 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Game - R3d Logs/2013-09-16T22-30-30_r3dlog.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd780, CREATE_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000083c		0.0002750
497	10:30:30.654 PM	1	MSVCR80.dll	CreateFileA ( "C:/Riot Games/League of Legends/Logs/Game - R3d Logs/2013-09-16T22-30-30_r3dlog.txt", GENERIC_WRITE, FILE_SHARE_READ | FILE_SHARE_WRITE, 0x000cd780, OPEN_ALWAYS, FILE_ATTRIBUTE_NORMAL, NULL )	0x0000083c		0.0000176
